Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost
Europe,Spain,Fruits,Online,C,9/3/14,247324407,9/20/14,7643,9.33,6.92
Europe,Belgium,Cosmetics,Offline,C,7/10/15,332722938,7/23/15,8966,437.2,263.33
Sub-Saharan Africa,Equatorial Guinea,Meat,Online,L,9/4/15,456312692,10/12/15,1921,421.89,364.69
Asia,Bhutan,Vegetables,Online,M,2/2/10,165017497,3/16/10,1199,154.06,90.93
Middle East and North Africa,Morocco,Office Supplies,Online,L,7/5/17,426073682,8/13/17,3526,651.21,524.96
Sub-Saharan Africa,Niger,Household,Online,M,2/2/16,477030074,3/5/16,2654,668.27,502.54
Middle East and North Africa,Somalia,Snacks,Offline,L,5/7/15,975748002,6/11/15,4372,152.58,97.44
Middle East and North Africa,Kuwait,Household,Online,M,7/3/14,850401294,7/4/14,1495,668.27,502.54
Europe,Germany,Meat,Offline,L,11/2/13,449476277,12/22/13,8874,421.89,364.69
Sub-Saharan Africa,Guinea-Bissau,Cosmetics,Online,M,12/2/10,191771781,1/5/11,8386,437.2,263.33
Europe,Ireland,Snacks,Offline,C,12/12/11,116399133,1/4/12,3945,152.58,97.44
Europe,Spain,Cereal,Online,H,10/28/12,332782161,11/21/12,6491,205.7,117.11
Europe,France,Beverages,Online,L,7/11/10,570657193,7/17/10,9000,47.45,31.79
North America,Greenland,Snacks,Offline,H,6/13/14,630073058,7/11/14,1474,152.58,97.44
Central America and the Caribbean,Barbados,Clothes,Online,C,5/1/12,831391084,5/12/12,5952,109.28,35.84
Europe,Cyprus,Snacks,Online,L,12/1/11,665285098,12/18/11,1499,152.58,97.44
Central America and the Caribbean,Cuba,Snacks,Offline,L,6/7/14,142741429,6/23/14,9216,152.58,97.44
Europe,United Kingdom,Beverages,Online,L,10/26/10,245058906,11/17/10,7231,47.45,31.79
Middle East and North Africa,Lebanon,Clothes,Online,L,10/18/15,673848855,10/26/15,5705,109.28,35.84
Asia,Laos,Cereal,Online,C,1/26/11,301035106,3/6/11,1832,205.7,117.11
Europe,Romania,Meat,Offline,L,4/11/17,318853986,5/20/17,4835,421.89,364.69
Asia,Uzbekistan,Household,Online,C,6/21/14,189854323,7/14/14,968,668.27,502.54
Sub-Saharan Africa,Cameroon,Baby Food,Offline,C,1/20/14,796897447,2/10/14,8518,255.28,159.42
Middle East and North Africa,Afghanistan,Cereal,Offline,C,2/22/17,393157184,4/10/17,2802,205.7,117.11
Europe,Luxembourg,Baby Food,Online,H,10/10/10,452119863,11/10/10,1169,255.28,159.42
Sub-Saharan Africa,Lesotho,Fruits,Offline,C,2/11/17,717584311,3/24/17,7999,9.33,6.92
Europe,Montenegro,Snacks,Online,C,12/21/13,553661859,12/27/13,9702,152.58,97.44
Australia and Oceania,Papua New Guinea,Cereal,Offline,L,4/16/14,294776332,6/5/14,9722,205.7,117.11
Sub-Saharan Africa,Mozambique,Clothes,Offline,L,12/7/16,795664060,12/7/16,3532,109.28,35.84
Sub-Saharan Africa,South Africa,Beverages,Online,L,6/23/10,281373870,7/23/10,3636,47.45,31.79
Sub-Saharan Africa,Seychelles ,Meat,Offline,M,11/3/14,197267091,11/27/14,4571,421.89,364.69
Australia and Oceania,Fiji,Fruits,Online,M,12/9/16,259017550,12/12/16,7904,9.33,6.92
Asia,Singapore,Clothes,Offline,M,4/30/12,702611577,5/4/12,7234,109.28,35.84
Sub-Saharan Africa,Mauritania,Beverages,Online,M,7/22/16,934347999,7/23/16,3191,47.45,31.79
Europe,Germany,Baby Food,Offline,C,12/11/15,880838143,1/11/16,8436,255.28,159.42
Europe,Netherlands,Clothes,Online,C,10/23/16,539005839,11/10/16,2661,109.28,35.84
Sub-Saharan Africa,Benin,Office Supplies,Online,M,5/25/11,426087415,5/27/11,7589,651.21,524.96
Asia,Bangladesh,Office Supplies,Offline,H,12/7/11,229631698,12/18/11,1977,651.21,524.96
Europe,Denmark,Snacks,Offline,C,7/30/16,157500016,9/2/16,6610,152.58,97.44
Sub-Saharan Africa,Zimbabwe,Baby Food,Offline,M,3/11/13,487866199,3/11/13,9304,255.28,159.42
Sub-Saharan Africa,Zambia,Snacks,Offline,L,6/2/13,219216573,6/3/13,9910,152.58,97.44
Sub-Saharan Africa,Senegal,Personal Care,Online,L,1/14/11,220349967,1/31/11,5307,81.73,56.67
Middle East and North Africa,Kuwait,Baby Food,Offline,C,1/12/16,980377709,2/24/16,4405,255.28,159.42
Sub-Saharan Africa,Gabon,Baby Food,Offline,L,12/12/12,358723628,12/19/12,3148,255.28,159.42
Middle East and North Africa,Somalia,Vegetables,Offline,H,2/14/10,335124051,2/22/10,9509,154.06,90.93
Sub-Saharan Africa,Guinea-Bissau,Clothes,Offline,H,2/27/13,259627807,3/27/13,8492,109.28,35.84
Europe,Georgia,Clothes,Online,L,8/4/13,902596223,8/17/13,7135,109.28,35.84
Europe,Germany,Cereal,Offline,H,5/15/15,404703128,7/3/15,9504,205.7,117.11
Asia,Malaysia,Baby Food,Online,H,12/8/15,126934850,1/9/16,1698,255.28,159.42
Middle East and North Africa,Egypt,Cereal,Online,M,1/7/10,600590217,1/8/10,6846,205.7,117.11
Middle East and North Africa,Libya,Office Supplies,Offline,M,2/15/16,177280557,2/19/16,111,651.21,524.96
Asia,Uzbekistan,Office Supplies,Offline,M,3/3/12,878929698,4/3/12,3684,651.21,524.96
Sub-Saharan Africa,Malawi,Cosmetics,Offline,L,1/4/15,747773969,2/4/15,1789,437.2,263.33
Europe,Montenegro,Clothes,Online,C,1/19/16,596362197,3/3/16,5681,109.28,35.84
Middle East and North Africa,Egypt,Cosmetics,Online,C,5/6/15,857555711,5/30/15,8646,437.2,263.33
Europe,Spain,Vegetables,Offline,L,3/20/10,234528338,3/31/10,1002,154.06,90.93
Sub-Saharan Africa,Rwanda,Baby Food,Online,M,3/15/14,650766408,3/26/14,5096,255.28,159.42
Australia and Oceania,Vanuatu,Cereal,Offline,M,5/26/15,500068747,6/10/15,310,205.7,117.11
Central America and the Caribbean,Saint Kitts and Nevis ,Cosmetics,Offline,M,7/18/10,496546685,8/17/10,8053,437.2,263.33
Sub-Saharan Africa,Sao Tome and Principe,Beverages,Offline,H,5/14/16,524624049,7/3/16,6769,47.45,31.79
Central America and the Caribbean,Grenada,Clothes,Offline,M,10/20/12,989037168,11/20/12,6931,109.28,35.84
Middle East and North Africa,Syria,Fruits,Offline,H,12/5/14,564834868,12/26/14,6044,9.33,6.92
Asia,India,Household,Online,L,2/27/16,247378480,3/27/16,3644,668.27,502.54
Central America and the Caribbean,El Salvador,Office Supplies,Online,L,10/9/14,202341830,10/10/14,6299,651.21,524.96
Europe,San Marino,Personal Care,Offline,H,2/8/10,215711247,3/30/10,2607,81.73,56.67
Central America and the Caribbean,Dominican Republic,Office Supplies,Offline,C,12/3/13,143785560,12/24/13,8197,651.21,524.96
Sub-Saharan Africa,Ethiopia,Beverages,Online,H,5/1/16,363176095,5/31/16,732,47.45,31.79
Middle East and North Africa,Afghanistan,Cereal,Online,M,4/16/12,420806682,5/12/12,4903,205.7,117.11
Sub-Saharan Africa,Sudan,Clothes,Online,M,12/21/12,383913648,1/13/13,7435,109.28,35.84
Europe,Montenegro,Snacks,Offline,L,9/6/11,390045821,9/29/11,2081,152.58,97.44
Middle East and North Africa,Jordan,Cereal,Online,L,5/9/10,197064530,6/19/10,4629,205.7,117.11
Sub-Saharan Africa,Togo,Cereal,Offline,H,10/15/15,533143603,11/15/15,7895,205.7,117.11
Middle East and North Africa,Pakistan,Meat,Offline,H,2/12/13,846769368,2/22/13,6728,421.89,364.69
Middle East and North Africa,Lebanon,Clothes,Online,L,1/22/15,656740653,2/24/15,3008,109.28,35.84
Sub-Saharan Africa,Guinea-Bissau,Office Supplies,Online,H,8/29/12,902168786,9/16/12,647,651.21,524.96
Europe,Albania,Clothes,Online,H,12/23/16,792477595,1/16/17,586,109.28,35.84
Sub-Saharan Africa,Togo,Beverages,Offline,M,5/29/17,957403409,6/16/17,5799,47.45,31.79
Europe,Andorra,Office Supplies,Online,C,10/11/15,296995055,10/21/15,6292,651.21,524.96
Sub-Saharan Africa,Togo,Cereal,Online,L,12/20/14,931613862,1/11/15,4099,205.7,117.11
Central America and the Caribbean,Trinidad and Tobago,Cosmetics,Online,M,2/25/15,551933658,3/9/15,8289,437.2,263.33
Europe,Czech Republic,Office Supplies,Offline,H,7/23/17,968940770,7/28/17,9961,651.21,524.96
Asia,Maldives,Baby Food,Online,H,2/14/13,463934028,2/26/13,7243,255.28,159.42
Australia and Oceania,Solomon Islands,Office Supplies,Offline,M,7/27/16,538524758,8/3/16,298,651.21,524.96
Europe,Russia,Personal Care,Offline,L,3/5/17,964636790,3/9/17,6317,81.73,56.67
Sub-Saharan Africa,Uganda,Cosmetics,Offline,L,11/9/12,234506452,12/8/12,4525,437.2,263.33
Asia,Bhutan,Household,Online,C,12/18/13,510682570,2/3/14,1176,668.27,502.54
Europe,Lithuania,Meat,Online,H,10/1/16,876026475,11/4/16,4556,421.89,364.69
Asia,Tajikistan,Vegetables,Online,M,10/5/14,483711993,10/13/14,9983,154.06,90.93
Asia,Japan,Fruits,Online,C,3/4/10,807225453,4/22/10,4805,9.33,6.92
Europe,Russia,Household,Online,C,1/5/10,690365684,1/26/10,3402,668.27,502.54
Central America and the Caribbean,Grenada,Household,Offline,H,10/22/14,397244012,10/31/14,2186,668.27,502.54
Asia,Bangladesh,Meat,Online,M,10/11/14,262284266,11/11/14,4598,421.89,364.69
Asia,Vietnam,Baby Food,Offline,L,5/12/16,240222775,5/31/16,6112,255.28,159.42
Sub-Saharan Africa,Sudan,Vegetables,Online,H,9/16/15,356108367,10/31/15,9234,154.06,90.93
Australia and Oceania,Palau,Cereal,Offline,M,1/8/10,255302369,2/18/10,8499,205.7,117.11
North America,Canada,Vegetables,Offline,C,7/4/16,553478610,8/4/16,5475,154.06,90.93
Central America and the Caribbean,Honduras,Household,Online,M,7/29/15,586623418,7/29/15,3760,668.27,502.54
Central America and the Caribbean,Panama,Clothes,Offline,C,3/12/15,661035621,4/4/15,3985,109.28,35.84
Sub-Saharan Africa,Togo,Baby Food,Offline,C,11/1/16,703326547,12/8/16,8809,255.28,159.42
Asia,Taiwan,Cosmetics,Online,L,9/4/11,710420024,9/20/11,7927,437.2,263.33
Sub-Saharan Africa,Sierra Leone,Vegetables,Online,L,9/1/14,299552381,9/1/14,3061,154.06,90.93
Asia,Vietnam,Cosmetics,Offline,C,5/2/15,958272445,5/18/15,2966,437.2,263.33
Sub-Saharan Africa,Mauritius ,Personal Care,Online,L,10/27/11,194441545,10/31/11,8429,81.73,56.67
Middle East and North Africa,Algeria,Baby Food,Online,L,9/18/14,986233508,11/1/14,7266,255.28,159.42
Europe,Belgium,Vegetables,Online,L,12/8/12,532134664,1/3/13,9327,154.06,90.93
Sub-Saharan Africa,Mauritania,Snacks,Offline,M,5/31/15,600943839,7/1/15,1491,152.58,97.44
Asia,Tajikistan,Cereal,Online,L,12/24/16,781772363,12/25/16,2670,205.7,117.11
Asia,South Korea,Fruits,Online,M,5/4/17,734044063,5/26/17,8805,9.33,6.92
Europe,Czech Republic,Beverages,Online,L,3/29/17,637495267,5/3/17,7871,47.45,31.79
Asia,North Korea,Beverages,Online,M,9/22/14,742174804,10/16/14,4872,47.45,31.79
Middle East and North Africa,Oman,Clothes,Online,C,6/19/16,918444001,7/26/16,6845,109.28,35.84
Middle East and North Africa,Pakistan,Baby Food,Offline,M,4/8/11,206976687,4/16/11,7856,255.28,159.42
Europe,France,Cosmetics,Offline,M,9/23/11,868759191,10/28/11,4005,437.2,263.33
Middle East and North Africa,Turkey,Household,Online,C,7/23/12,735090339,7/28/12,8421,668.27,502.54
Europe,Ukraine,Household,Online,L,2/18/17,857581460,3/7/17,6266,668.27,502.54
Asia,Malaysia,Personal Care,Online,C,12/9/10,558156383,12/19/10,9732,81.73,56.67
Sub-Saharan Africa,Guinea,Office Supplies,Online,H,10/29/10,579051434,12/3/10,3042,651.21,524.96
Sub-Saharan Africa,Rwanda,Vegetables,Offline,L,10/13/15,832815444,11/13/15,7452,154.06,90.93
Europe,Macedonia,Fruits,Online,C,9/15/10,852309739,9/16/10,6247,9.33,6.92
Asia,Bangladesh,Cosmetics,Online,C,8/22/15,240708148,9/28/15,9745,437.2,263.33
Asia,Bangladesh,Snacks,Offline,L,11/1/13,921496999,12/14/13,294,152.58,97.44
Middle East and North Africa,Oman,Cereal,Offline,H,2/8/16,388475120,2/18/16,7276,205.7,117.11
Europe,Denmark,Personal Care,Online,M,8/13/11,255753839,9/29/11,2099,81.73,56.67
Europe,Macedonia,Beverages,Online,L,2/2/17,407756984,3/20/17,3208,47.45,31.79
Europe,Norway,Personal Care,Online,H,6/20/12,349220883,7/4/12,1075,81.73,56.67
Sub-Saharan Africa,Kenya,Cosmetics,Online,H,10/27/12,555194365,12/16/12,3205,437.2,263.33
Sub-Saharan Africa,Angola,Beverages,Online,M,7/30/11,221038758,8/9/11,9135,47.45,31.79
Sub-Saharan Africa,Djibouti,Cosmetics,Offline,C,7/30/14,412427890,9/11/14,5433,437.2,263.33
Europe,United Kingdom,Baby Food,Online,L,8/2/13,915348088,8/11/13,695,255.28,159.42
Australia and Oceania,Federated States of Micronesia,Snacks,Offline,C,10/18/12,686098182,10/25/12,553,152.58,97.44
Sub-Saharan Africa,Mauritius ,Office Supplies,Online,C,6/17/17,101289498,6/17/17,2668,651.21,524.96
Europe,France,Baby Food,Online,L,12/19/14,507845866,1/26/15,1732,255.28,159.42
Central America and the Caribbean,Honduras,Fruits,Offline,H,6/25/16,173003613,7/30/16,4469,9.33,6.92
Asia,Sri Lanka,Fruits,Offline,H,4/26/15,134311568,6/7/15,4633,9.33,6.92
Middle East and North Africa,Libya,Office Supplies,Offline,C,5/28/13,149631059,6/22/13,8010,651.21,524.96
Sub-Saharan Africa,Benin,Clothes,Offline,H,7/18/17,947135913,8/26/17,7419,109.28,35.84
Middle East and North Africa,Afghanistan,Personal Care,Online,C,11/14/12,175312459,1/2/13,7707,81.73,56.67
Sub-Saharan Africa,Cameroon,Personal Care,Offline,H,2/5/12,952959525,2/15/12,755,81.73,56.67
Middle East and North Africa,Saudi Arabia,Cereal,Online,M,11/6/13,619188439,12/19/13,474,205.7,117.11
Asia,Singapore,Personal Care,Offline,M,1/12/14,183423030,1/13/14,7805,81.73,56.67
Europe,Ukraine,Cosmetics,Online,M,3/11/17,275399625,3/19/17,5724,437.2,263.33
Asia,Mongolia,Cosmetics,Offline,C,1/2/10,695167052,1/22/10,4234,437.2,263.33
Europe,Belgium,Household,Offline,L,7/4/10,863086640,7/13/10,5371,668.27,502.54
Asia,South Korea,Household,Online,H,4/16/11,269832217,5/22/11,8204,668.27,502.54
Asia,Turkmenistan,Cosmetics,Offline,H,8/1/13,726390111,8/23/13,3831,437.2,263.33
Sub-Saharan Africa,Central African Republic,Cosmetics,Online,H,11/26/15,514059150,12/26/15,381,437.2,263.33
Sub-Saharan Africa,Mauritius ,Fruits,Online,M,3/30/10,234450662,5/4/10,8016,9.33,6.92
Australia and Oceania,Kiribati,Vegetables,Online,C,3/7/16,559488475,4/25/16,3928,154.06,90.93
Europe,Liechtenstein,Baby Food,Online,C,6/27/16,881408917,8/15/16,7340,255.28,159.42
Australia and Oceania,Federated States of Micronesia,Snacks,Offline,M,12/6/13,662760818,1/23/14,4509,152.58,97.44
Middle East and North Africa,Jordan,Fruits,Online,C,5/7/12,786405503,6/2/12,3719,9.33,6.92
Middle East and North Africa,Algeria,Clothes,Offline,M,11/7/12,405516803,12/25/12,288,109.28,35.84
Sub-Saharan Africa,Djibouti,Household,Online,C,1/16/10,993581044,3/1/10,1565,668.27,502.54
Middle East and North Africa,Qatar,Vegetables,Online,M,12/16/10,494397056,1/16/11,1930,154.06,90.93
Sub-Saharan Africa,Mozambique,Clothes,Offline,C,2/11/16,972076165,3/22/16,7794,109.28,35.84
Asia,Singapore,Cosmetics,Online,M,9/26/15,961042201,11/7/15,2599,437.2,263.33
Europe,Vatican City,Meat,Online,H,4/6/16,416031491,4/22/16,1818,421.89,364.69
Australia and Oceania,Federated States of Micronesia,Snacks,Offline,H,11/4/13,262092864,12/11/13,7958,152.58,97.44
Asia,Thailand,Beverages,Online,L,4/2/13,144587647,5/8/13,5553,47.45,31.79
Middle East and North Africa,Kuwait,Household,Offline,L,7/20/16,679189670,8/26/16,6171,668.27,502.54
Middle East and North Africa,Jordan,Household,Online,L,9/20/11,301885259,10/15/11,3411,668.27,502.54
Europe,United Kingdom,Clothes,Offline,L,4/21/14,218973243,5/15/14,7903,109.28,35.84
Europe,Sweden,Cosmetics,Online,H,8/18/10,357064950,9/8/10,2308,437.2,263.33
Sub-Saharan Africa,Rwanda,Household,Offline,L,8/3/14,713084208,9/14/14,6318,668.27,502.54
Asia,Turkmenistan,Meat,Offline,H,11/4/10,904267346,11/30/10,1657,421.89,364.69
Europe,France,Cereal,Offline,H,8/19/11,618163192,10/8/11,7080,205.7,117.11
Europe,Greece,Personal Care,Online,M,2/9/15,962633073,2/12/15,3373,81.73,56.67
Europe,Norway,Fruits,Offline,M,9/15/16,415850818,9/30/16,8353,9.33,6.92
Sub-Saharan Africa,The Gambia,Cereal,Offline,H,12/4/12,676302754,1/1/13,1869,205.7,117.11
Sub-Saharan Africa,Niger,Cosmetics,Online,L,9/8/12,812787711,9/30/12,801,437.2,263.33
Asia,Sri Lanka,Office Supplies,Online,L,11/1/10,414417016,12/11/10,4059,651.21,524.96
Europe,Macedonia,Household,Offline,H,8/18/14,940614497,9/1/14,7587,668.27,502.54
Europe,Russia,Household,Offline,M,4/5/17,771116483,5/14/17,9358,668.27,502.54
Europe,Italy,Fruits,Online,H,10/5/16,155971801,11/23/16,4377,9.33,6.92
Middle East and North Africa,Afghanistan,Snacks,Offline,L,3/28/12,765541779,5/6/12,9679,152.58,97.44
Middle East and North Africa,Algeria,Cosmetics,Offline,C,3/20/15,740500247,5/5/15,9333,437.2,263.33
Sub-Saharan Africa,Burundi,Meat,Offline,H,7/25/15,541833531,8/10/15,9438,421.89,364.69
Europe,Lithuania,Meat,Online,M,7/30/15,700840461,9/6/15,3121,421.89,364.69
Sub-Saharan Africa,Swaziland,Cosmetics,Offline,M,1/17/11,469132363,1/26/11,5546,437.2,263.33
Asia,Laos,Beverages,Online,L,3/8/10,968633067,3/27/10,8905,47.45,31.79
Sub-Saharan Africa,Malawi,Snacks,Offline,H,9/10/14,241578900,9/28/14,7420,152.58,97.44
Europe,Croatia,Cereal,Online,C,12/27/15,900518691,2/12/16,2347,205.7,117.11
Sub-Saharan Africa,Djibouti,Meat,Online,H,2/10/14,678313767,2/17/14,6972,421.89,364.69
Central America and the Caribbean,Barbados,Cosmetics,Online,M,12/19/13,978137958,1/29/14,1613,437.2,263.33
Middle East and North Africa,Pakistan,Snacks,Offline,M,12/11/13,123477590,12/12/13,8618,152.58,97.44
Europe,Sweden,Fruits,Offline,H,4/15/17,108131492,5/18/17,7366,9.33,6.92
Asia,Mongolia,Cosmetics,Online,L,2/26/13,746210992,4/8/13,9270,437.2,263.33
Asia,North Korea,Cosmetics,Offline,M,9/17/10,122139918,10/6/10,2771,437.2,263.33
Europe,Greece,Household,Offline,M,8/9/12,440654599,9/4/12,8343,668.27,502.54
Europe,Italy,Vegetables,Offline,L,3/12/11,376803863,3/17/11,3491,154.06,90.93
Europe,Germany,Vegetables,Offline,M,1/16/15,925949037,2/4/15,7751,154.06,90.93
Australia and Oceania,Fiji,Cereal,Online,H,11/9/14,453763949,11/21/14,7691,205.7,117.11
Central America and the Caribbean,Jamaica,Household,Online,L,7/17/17,546234929,9/3/17,1909,668.27,502.54
Europe,Greece,Office Supplies,Offline,M,2/22/12,159660804,3/15/12,6035,651.21,524.96
Australia and Oceania,New Zealand,Cosmetics,Online,C,6/28/11,570652902,8/16/11,7730,437.2,263.33
Central America and the Caribbean,Guatemala,Cosmetics,Offline,H,7/17/10,426135051,8/14/10,1686,437.2,263.33
Europe,Luxembourg,Baby Food,Online,M,11/22/12,693343579,12/16/12,4628,255.28,159.42
Sub-Saharan Africa,Rwanda,Clothes,Online,H,11/8/11,609827315,12/17/11,309,109.28,35.84
Europe,Austria,Baby Food,Online,M,12/5/16,833447587,1/12/17,4517,255.28,159.42
Europe,Spain,Personal Care,Online,M,3/15/12,292378222,4/8/12,68,81.73,56.67
Asia,Turkmenistan,Beverages,Offline,C,2/5/13,235105550,2/20/13,1812,47.45,31.79
Middle East and North Africa,Somalia,Personal Care,Offline,H,3/8/17,180428397,3/23/17,1627,81.73,56.67
Sub-Saharan Africa,Gabon,Baby Food,Online,H,7/6/15,167458093,8/20/15,3426,255.28,159.42
Australia and Oceania,Vanuatu,Personal Care,Offline,C,7/24/11,305618464,8/1/11,8150,81.73,56.67
Middle East and North Africa,Kuwait,Meat,Online,C,6/12/17,324645841,7/9/17,8773,421.89,364.69
Australia and Oceania,Federated States of Micronesia,Cereal,Offline,H,4/12/12,924589049,4/20/12,5301,205.7,117.11
Sub-Saharan Africa,Ghana,Vegetables,Online,C,2/2/14,625809419,2/28/14,9769,154.06,90.93
Europe,United Kingdom,Office Supplies,Online,M,6/22/15,718980777,7/30/15,1244,651.21,524.96
Asia,Bangladesh,Cosmetics,Offline,M,1/31/10,315089452,2/17/10,826,437.2,263.33
Europe,Italy,Personal Care,Online,M,7/31/11,395434272,8/27/11,6643,81.73,56.67
Sub-Saharan Africa,Democratic Republic of the Congo,Vegetables,Online,L,12/19/11,661626565,1/28/12,8858,154.06,90.93
Europe,Romania,Fruits,Offline,M,8/30/15,885590159,9/20/15,4663,9.33,6.92
Australia and Oceania,Palau,Baby Food,Online,L,1/6/13,459561383,2/20/13,3281,255.28,159.42
Australia and Oceania,Federated States of Micronesia,Cosmetics,Offline,H,5/16/14,646089065,6/12/14,967,437.2,263.33
Asia,Indonesia,Cereal,Online,L,12/29/15,528034532,2/13/16,6007,205.7,117.11
Middle East and North Africa,Syria,Office Supplies,Offline,M,6/1/11,158571612,6/16/11,3719,651.21,524.96
Europe,Serbia,Fruits,Online,M,5/22/10,111186635,6/8/10,1451,9.33,6.92
Asia,Kazakhstan,Cereal,Online,H,5/17/12,129678428,6/4/12,3583,205.7,117.11
Asia,Sri Lanka,Beverages,Online,C,4/27/10,478158318,6/16/10,6527,47.45,31.79
Middle East and North Africa,United Arab Emirates,Baby Food,Offline,C,3/2/17,591050136,4/1/17,3724,255.28,159.42
Australia and Oceania,Papua New Guinea,Cosmetics,Online,C,8/21/16,423090207,10/2/16,649,437.2,263.33
Asia,Mongolia,Personal Care,Online,H,6/13/12,899327361,6/20/12,9806,81.73,56.67
Europe,Georgia,Baby Food,Offline,H,12/14/16,765122926,12/23/16,5731,255.28,159.42
Australia and Oceania,East Timor,Fruits,Online,L,1/24/17,636150729,2/13/17,9992,9.33,6.92
Sub-Saharan Africa,Mozambique,Beverages,Online,H,11/28/15,748397099,12/25/15,6188,47.45,31.79
Europe,Russia,Beverages,Offline,C,11/20/13,508160865,11/22/13,4947,47.45,31.79
Middle East and North Africa,Iran,Meat,Online,C,6/20/12,742053353,7/24/12,8932,421.89,364.69
Central America and the Caribbean,Saint Kitts and Nevis ,Office Supplies,Offline,C,5/26/10,546998393,7/12/10,7835,651.21,524.96
Europe,Poland,Snacks,Offline,H,1/23/15,440232312,2/22/15,3379,152.58,97.44
Central America and the Caribbean,Haiti,Fruits,Online,C,12/23/15,109303939,1/2/16,4319,9.33,6.92
Australia and Oceania,Samoa ,Clothes,Offline,C,4/19/11,662074601,5/19/11,1442,109.28,35.84
Sub-Saharan Africa,Mauritania,Household,Online,M,8/8/11,576718127,8/23/11,2565,668.27,502.54
Europe,Albania,Baby Food,Online,C,5/22/13,651720845,5/30/13,7536,255.28,159.42
Sub-Saharan Africa,Zimbabwe,Clothes,Offline,H,6/9/10,855881583,7/20/10,3235,109.28,35.84
Middle East and North Africa,Azerbaijan,Beverages,Offline,C,9/24/12,778311669,9/29/12,8574,47.45,31.79
Sub-Saharan Africa,Rwanda,Vegetables,Offline,M,5/23/12,978434932,6/26/12,9494,154.06,90.93
Sub-Saharan Africa,Burundi,Household,Offline,L,3/7/10,735987699,3/28/10,3970,668.27,502.54
Sub-Saharan Africa,Kenya,Clothes,Online,H,9/14/11,301018798,9/14/11,7006,109.28,35.84
Asia,Vietnam,Cosmetics,Offline,M,1/23/16,443889558,2/11/16,5639,437.2,263.33
Middle East and North Africa,Afghanistan,Meat,Offline,C,1/23/12,205273807,2/3/12,3936,421.89,364.69
Asia,Myanmar,Cereal,Offline,C,4/18/12,946157872,5/13/12,7995,205.7,117.11
Central America and the Caribbean,Jamaica,Office Supplies,Online,M,6/29/11,497840583,8/16/11,946,651.21,524.96
Europe,Cyprus,Clothes,Offline,M,1/1/13,811933267,1/29/13,7951,109.28,35.84
Asia,Turkmenistan,Office Supplies,Offline,C,6/21/17,310359752,6/26/17,1202,651.21,524.96
Sub-Saharan Africa,Tanzania,Office Supplies,Offline,M,6/17/11,635356366,7/16/11,4923,651.21,524.96
Sub-Saharan Africa,Rwanda,Baby Food,Offline,H,8/30/16,799471938,10/9/16,367,255.28,159.42
Asia,Singapore,Baby Food,Offline,L,6/2/10,335567796,7/13/10,823,255.28,159.42
Middle East and North Africa,Jordan,Office Supplies,Online,H,10/7/12,646817767,10/29/12,6606,651.21,524.96
Europe,Switzerland,Baby Food,Online,L,7/11/14,956708180,8/20/14,66,255.28,159.42
Sub-Saharan Africa,Sao Tome and Principe,Household,Offline,L,5/15/11,559037864,6/19/11,582,668.27,502.54
Sub-Saharan Africa,Uganda,Beverages,Online,M,3/5/15,167918145,3/19/15,9566,47.45,31.79
Sub-Saharan Africa,Eritrea,Personal Care,Online,M,5/19/12,567772853,6/10/12,5459,81.73,56.67
Europe,Estonia,Baby Food,Offline,L,3/20/13,363338315,4/4/13,8736,255.28,159.42
Asia,Kazakhstan,Household,Offline,L,1/14/10,929663360,2/24/10,6902,668.27,502.54
Asia,Taiwan,Beverages,Online,L,5/30/11,562109315,6/5/11,9492,47.45,31.79
Middle East and North Africa,Israel,Cosmetics,Offline,C,8/10/15,326350009,8/20/15,3075,437.2,263.33
Sub-Saharan Africa,Liberia,Meat,Offline,C,5/25/14,908371770,6/7/14,6248,421.89,364.69
Sub-Saharan Africa,Nigeria,Cosmetics,Offline,H,12/18/11,364473426,1/1/12,4641,437.2,263.33
Middle East and North Africa,Azerbaijan,Cosmetics,Online,H,7/25/13,871266305,8/19/13,5916,437.2,263.33
Australia and Oceania,Kiribati,Office Supplies,Offline,H,2/28/14,175674235,4/16/14,4765,651.21,524.96
Middle East and North Africa,Yemen,Beverages,Offline,H,5/8/17,144933545,6/20/17,7912,47.45,31.79
Central America and the Caribbean,Saint Kitts and Nevis ,Meat,Offline,M,6/7/16,916593062,6/21/16,9111,421.89,364.69
Europe,Moldova ,Clothes,Offline,M,5/10/13,448514115,6/8/13,4149,109.28,35.84
Europe,Kosovo,Personal Care,Online,H,11/27/14,368870532,1/4/15,5842,81.73,56.67
Middle East and North Africa,Iraq,Vegetables,Online,M,10/19/13,126148641,10/28/13,9041,154.06,90.93
Sub-Saharan Africa,Sao Tome and Principe,Clothes,Online,H,3/3/15,139147269,4/21/15,5624,109.28,35.84
Europe,Estonia,Cereal,Online,H,1/26/10,446977746,2/19/10,9503,205.7,117.11
Australia and Oceania,New Zealand,Snacks,Offline,L,2/17/17,259063899,4/1/17,1620,152.58,97.44
Australia and Oceania,Kiribati,Cereal,Offline,L,8/9/10,205142056,9/1/10,4948,205.7,117.11
Sub-Saharan Africa,South Sudan,Fruits,Offline,C,1/11/15,985261046,2/5/15,9493,9.33,6.92
